OBJECTID,POINAME,POIALTNAME,MAPLABEL,POITYPE,POISTATUS,PUBLICDISPLAY,DATAACCESS,ACCESSNOTES,ORIGINATOR,UNITCODE,UNITNAME,UNITTYPE,GROUPCODE,GROUPNAME,REGIONCODE,CREATEDATE,EDITDATE,POINTTYPE,MAPMETHOD,MAPSOURCE,SOURCEDATE,XYACCURACY,GEOMETRYID,FEATUREID,FACLOCID,FACASSETID,IMLOCID,OBSERVABLE,ISEXTANT,OPENTOPUBLIC,ALTLANGNAME,ALTLANG,SEASONAL,SEASDESC,MAINTAINER,NOTES,StagingTable,x,y
1779,East Elk Group Campground,NA,East Elk Group Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CURE,Curecanti National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{A751ED26-3494-4BD8-A42A-13E0049AF1FF},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,Group Campground Only,STAGING_IMR_POIS_ALL_20211104032449,-107.17165485890143,38.48283005347582
1780,Dry Gulch Campground,NA,Dry Gulch Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CURE,Curecanti National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{B9BF92CF-5023-45F4-A061-30FDB0C99701},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-107.18842688329721,38.48410838634442
1781,Elk Creek Campground,NA,Elk Creek Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CURE,Curecanti National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{EDD996B8-5F6F-42A2-9216-01A898974FE1},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-107.17205638617423,38.46741418200145
1782,Red Creek Campground,NA,Red Creek Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CURE,Curecanti National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{F16C03D8-52BA-4664-924D-5434C36634AA},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,Individual and Group Sites,STAGING_IMR_POIS_ALL_20211104032449,-107.23197931188906,38.479367150122926
1783,Lake Fork Campground,NA,Lake Fork Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CURE,Curecanti National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{16F670B5-7CBC-46CC-9ACB-68B4DABA9DE1},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-107.32697067943121,38.45481922444378
1784,East Portal Campground,NA,East Portal Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CURE,Curecanti National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{098331ED-8568-4EB6-AC88-4019386B1F1E},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-107.6494734485567,38.527053527523606
1786,Cimarron Campground,NA,Cimarron Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CURE,Curecanti National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{C927BA25-4109-47EF-86FA-EC5EEEF85948},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-107.55522088851649,38.44428341028521
1790,Stevens Creek Campground,NA,Stevens Creek Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CURE,Curecanti National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{A250E520-03A1-4B60-8A22-CDE03A3FD914},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-107.0911143571779,38.48691727225287
1791,South Rim Campground,NA,South Rim Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,BLCA,Black Canyon of the Gunnison National Park,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{C6462DCD-A1CE-48A1-94BB-6495D1CDA024},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-107.68941348169409,38.54380425190493
1792,North Rim Campground,NA,North Rim Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,BLCA,Black Canyon of the Gunnison National Park,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{4EF0346A-DA65-4C7F-9F87-4DC6A49914F0},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-107.70941718228562,38.58517725301596
1793,Ponderosa Campground,NA,Ponderosa Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CURE,Curecanti National Recreation Area,NA,NA,NA,IMR,1444003200000,1631819518000,Arbitrary point,Heads-Up Digitized,ESRI Imagery,NA,Unknown,{54E326C7-C937-4544-A861-BD570216F47E},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-107.30580134504766,38.5232906869669
1794,Ponderosa Campground,NA,Ponderosa Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CURE,Curecanti National Recreation Area,NA,NA,NA,IMR,1444003200000,1631819518000,Arbitrary point,Heads-Up Digitized,ESRI Imagery,NA,Unknown,{178A3293-C14F-4A9C-AE2A-C685E9ED3106},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-107.3148889032222,38.52570195360528
2038,North,NA,North Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,BRCA,Bryce Canyon National Park,NA,NA,NA,IMR,1430179200000,1631819518000,Arbitrary point,Heads-up Digitized,ESRI World Imagery,NA,Unknown,{68145E8B-865B-4497-8384-88D5EE5C8624},NA,NA,NA,NA,Unknown,Unknown,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-112.16635909056822,37.635760824932106
2039,Sunset,NA,Sunset Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,BRCA,Bryce Canyon National Park,NA,NA,NA,IMR,1430179200000,1631819518000,Arbitrary point,Heads-up Digitized,ESRI World Imagery,NA,Unknown,{BEFC841A-0879-40C6-99B8-5887CF25581F},NA,NA,NA,NA,Unknown,Unknown,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-112.17482759332216,37.62228117777329
2125,Campground,Cottonwood Campground,Cottonwood Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CACH,Canyon de Chelly National Monument,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{6CF53F77-B54C-4620-857D-ED11210F9647},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,National Park Service,NA,STAGING_IMR_POIS_ALL_20211104032449,-109.54067558253968,36.15014736652756
2126,Campground,Spider Rock Campground (private),Spider Rock Campground (private),Campground,Existing,Public Map Display,Unrestricted,NA,NA,CACH,Canyon de Chelly National Monument,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{EDD0F4CF-F702-4E8B-9C81-95F6890C2FC9},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Private,NA,STAGING_IMR_POIS_ALL_20211104032449,-109.41289755472047,36.07924182235058
2343,Fruita Campground,NA,Fruita Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CARE,Capitol Reef National Park,NA,NA,NA,IMR,1429488000000,1631819518000,Arbitrary point,Heads-up Digitized,ESRI World Imagery,NA,Unknown,{A2849DF8-56CB-49AC-B80A-3EE5059A812B},NA,"78946
",NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-111.24808663364524,38.28255494439827
2541,Point Supreme Campground,NA,Point Supreme Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CEBR,Cedar Breaks National Monument,NA,NA,NA,IMR,1429488000000,1631819518000,Arbitrary point,Heads-up Digitized,ESRI World Imagery,NA,Unknown,{0AFC9449-7081-4E5F-BD08-6ABD1A177042},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-112.83091515110283,37.61037945368662
2595,Gallo Campground,NA,Gallo Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CHCU,Chaco Culture National Historical Park,NA,NA,NA,IMR,1429488000000,1631819518000,Arbitrary point,Heads-up Digitized,ESRI World Imagery,NA,>=1m and <5m,{BA2A3D42-FB22-4951-9984-05101F6E2259},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-107.89179887520544,36.03611469304775
2690,Buckhorn Campground Loop D,NA,Buckhorn Campground Loop D,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CHIC,Chickasaw National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{630BFF3D-3FF3-458A-9715-0B11D3491F2B},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-96.99823437454029,34.43174118795133
2691,Buckhorn Campground Loop C,NA,Buckhorn Campground Loop C,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CHIC,Chickasaw National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{FC3799B1-E4B5-4F58-B1E5-3AB5F8E0A2D0},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-96.99641588030471,34.431610493862536
2692,Buckhorn Campground Loop B,NA,Buckhorn Campground Loop B,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CHIC,Chickasaw National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{8F3B9960-82F0-4F0A-8434-A6FFE181A7DA},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-96.99159850203154,34.42735904997386
2693,Buckhorn Campground Loop A,NA,Buckhorn Campground Loop A,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CHIC,Chickasaw National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{0F85DCE1-A806-4DFB-AF19-11E32CE695C5},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-96.98853169394778,34.42912410717315
2694,The Point Campground,NA,The Point Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CHIC,Chickasaw National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{0377E766-1399-45F4-828E-66F14974F7E8},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-97.0192207947996,34.45952784383104
2695,Guy Sandy Campground,NA,Guy Sandy Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CHIC,Chickasaw National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{61655783-F647-429E-A189-057109A1AD15},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-97.04967814149393,34.45567739521488
2696,Rock Creek Campground,NA,Rock Creek Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CHIC,Chickasaw National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{4DCCCAFC-0C44-4FE1-80EE-4FED43432268},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-96.98778941344347,34.4957116164162
2697,Cold Springs Campground,NA,Cold Springs Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CHIC,Chickasaw National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{181BC438-25DA-41F2-97CF-2B91FC7791AF},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-96.95835474044395,34.50147120432962
2698,Central Campground,NA,Central Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CHIC,Chickasaw National Recreation Area,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{FB1FA69C-77F9-45F3-B76B-DE615EC0FCB7},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-96.9672301234744,34.50491414666891
2907,Bonita Canyon,NA,Bonita Canyon,Campground,Existing,Public Map Display,Unrestricted,NA,NA,CHIR,Chiricahua National Monument,NA,NA,NA,IMR,1430697600000,1631819518000,Arbitrary point,Heads-up Digitized,ESRI World Imagery,NA,Unknown,{3B853834-2B42-4801-B8DE-6C7758B3F9B8},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-109.35504984241567,32.011545671542194
2940,Saddlehorn Campground,NA,Saddlehorn Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,COLM,Colorado National Monument,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{1BA1A6C4-7B4B-483D-939A-C920FEC3B919},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-108.73256440446607,39.10559721661684
3072,Campground,NA,Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,DETO,Devils Tower National Monument,NA,"NA",NA,IMR,1422835200000,1631819518000,Arbitrary point,Heads-up Digitized,Unknown,NA,Unknown,{8441984A-C7A3-4A40-8002-587D0AD36C70},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-104.70633283383097,44.58182697345762
3224,Split Mountain Campground,NA,Split Mountain Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,DINO,Dinosaur National Monument,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Park provided: IMR verified,NA,Unknown,{9C2810B8-A422-4634-A23A-D74443D9DD62},{835E5F95-62A5-4BBA-A2DF-5FE16242F139},NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-109.252301466603,40.44052175363532
3225,Gates of Lodore Campground,NA,Gates of Lodore Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,DINO,Dinosaur National Monument,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Park provided: IMR verified,NA,Unknown,{03685520-91DE-49EF-8F62-0FAD010B8201},{3F1106CE-D983-40D6-9965-5550E8E36841},NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-108.88781326995041,40.7249172198687
3226,Green River Campground,NA,Green River Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,DINO,Dinosaur National Monument,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Park provided: IMR verified,NA,Unknown,{43B9B357-13C9-4940-A4B7-AEEE2CAA9EF0},{CE5D3F2D-4790-49C8-91DD-A510AC85AE89},NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-109.2431645293949,40.42097127235172
3227,Echo Park Campground,NA,Echo Park Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,DINO,Dinosaur National Monument,NA,NA,NA,IMR,NA,1631819518000,Center point,Unknown,Park provided: IMR verified,NA,Unknown,{C736ED67-F7B5-45A3-AAE0-D7610F3AE544},{FC9E98A7-8434-445F-BC29-D569B0E9E0D1},NA,69086,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-108.99321959456904,40.52086061322183
3228,Deerlodge Park Campground,NA,Deerlodge Park Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,DINO,Dinosaur National Monument,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Park provided: IMR verified,NA,Unknown,{7ADE5952-4E4C-4F69-A1A6-8ED4E70580DA},{D1B2DE55-198D-4ACC-8476-F6D85B2108C5},NA,68774,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-108.51329314948157,40.44647450467994
3229,Jones Hole Campground,NA,Jones Hole Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,DINO,Dinosaur National Monument,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Park provided: IMR verified,NA,Unknown,{BB293709-D78C-48CF-BF95-B8483408D7EB},{88B81741-695C-4B09-A448-838A3296F37C},NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-109.06205967434266,40.54063269365599
3230,Rainbow Park Campground,NA,Rainbow Park Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,DINO,Dinosaur National Monument,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Park provided: IMR verified,NA,Unknown,{87CE584D-E438-4B1A-8BAF-627C1E89E72A},{CDA69F3C-FE74-4E02-A940-582CA84D8605},NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-109.17442045268649,40.49568685811744
3464,Campground,NA,Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,ELMO,El Morro National Monument,NA,NA,NA,IMR,1429574400000,1631819518000,Arbitrary point,Heads-up Digitized,ESRI World Imagery,NA,>=5m and <14m,{C025BA86-F212-4362-BFB9-36D2F7E29D9D},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-108.33680173556394,35.0368881021202
3954,Lower Scorpion Campround,NA,Lower Scorpion Campround,Campground,Existing,Public Map Display,Unrestricted,NA,NA,GICL,Gila Cliff Dwellings National Monument,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{42001D6E-9637-494C-8CBE-9BEA38E94820},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-108.25778946887885,33.230153310528806
3955,Upper Scorpion Campground,NA,Upper Scorpion Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,GICL,Gila Cliff Dwellings National Monument,NA,NA,NA,IMR,NA,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{0A1187AB-0974-442C-AFF7-0122BF03EC4B},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-108.2609857020505,33.23049350776
3997,Pinyon Flats Campground,NA,Pinyon Flats Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,GRSA,Great Sand Dunes National Park and Preserve,NA,NA,NA,IMR,1430092800000,1631819518000,Arbitrary point,Heads-up Digitized,ESRI World Imagery,NA,Unknown,{0715296B-6BB0-49BB-A62C-23AB7987571A},NA,NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-105.50469306627923,37.744930752107905
4106,Colter Bay Campground,NA,Colter Bay Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,GRTE,Grand Teton National Park,NA,NA,NA,IMR,1467763200000,1631819518000,Arbitrary point,Unknown,Unknown,NA,>=1m and <5m,{A5417955-6077-4A04-937D-1D187BE37CBE},{80759B29-B940-42B4-A62A-40AD3170E2AD},NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-110.64136703240774,43.90747157026482
4107,Gros Ventre Campground,NA,Gros Ventre Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,GRTE,Grand Teton National Park,NA,NA,NA,IMR,1467763200000,1631819518000,Center point,Unknown,Unknown,NA,>=1m and <5m,{320CB4F0-3597-4FAC-BA14-66327BE70F01},{2211F520-DA24-4004-82C0-63075FD06C92},NA,NA,NA,Yes,True,Yes,NA,NA,Yes,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-110.66587207605778,43.615901378156536
4108,Signal Mountain Campground,NA,Signal Mountain Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,GRTE,Grand Teton National Park,NA,NA,NA,IMR,1467763200000,1631819518000,Arbitrary point,Unknown,Unknown,NA,>=1m and <5m,{7E0F4742-D4AC-41D7-89D3-F025F664F651},{CA8CA399-7DDD-4E20-9B07-016DBF006416},NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-110.61347505045649,43.84147157542088
4109,Lizard Creek Campground,NA,Lizard Creek Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,GRTE,Grand Teton National Park,NA,NA,NA,IMR,1467763200000,1631819518000,Arbitrary point,Unknown,Unknown,NA,Unknown,{0131982C-9EEE-48DF-8B16-CA7ECF1D3B5B},{BEEB3FF0-8EFA-45CA-945F-F15CA674682B},NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,Colter Bay VRP District,STAGING_IMR_POIS_ALL_20211104032449,-110.68864733153254,44.00346276648628
4110,Jenny Lake Campground,NA,Jenny Lake Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,GRTE,Grand Teton National Park,NA,NA,NA,IMR,1467763200000,1631819518000,Arbitrary point,Unknown,Unknown,NA,>=1m and <5m,{A05C47F3-AF8B-470A-9393-4E5E476813B8},{7A8693B1-1A5B-4012-8CAD-A373F916717F},NA,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-110.71938152641496,43.75525674084196
4111,Flagg Ranch & Headwaters Campground,NA,Flagg Ranch & Headwaters Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,JODR,"John D. Rockefeller, Jr. Memorial Parkway",NA,NA,NA,IMR,1485907200000,1631819518000,Arbitrary point,Digitized,ESRI Imagery,1483228800000,>=1m and <5m,{DB2C508C-4D5A-471F-AF30-F4B3412F73E1},{154D962A-7000-49C8-86C6-F785A812A0DC},NA,NA,NA,Unknown,True,Yes,NA,NA,Yes,NA,Unknown,NA,STAGING_IMR_POIS_ALL_20211104032449,-110.66879974904703,44.104714851282324
4326,Wilderness Ridge Campground,NA,Wilderness Ridge Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,GUMO,Guadalupe Mountains National Park,NA,,NA,IMR,1444867200000,1631819518000,Arbitrary point,Digitized,"NAIP",1344643200000,Unknown,{47BDF4F6-6F8D-4FB6-A7E8-BD1611B1F97D},NA,72441,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,5 campsites - Backcountry Permit Required,STAGING_IMR_POIS_ALL_20211104032449,-104.77030493029702,31.997834786226292
4327,Mescalero Campground,NA,Mescalero Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,GUMO,Guadalupe Mountains National Park,NA,,NA,IMR,1444867200000,1631819518000,Arbitrary point,Digitized,"NAIP",1344643200000,Unknown,{A8E629DC-5BF4-4C2A-9414-BC1EB063113C},NA,72435,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,8 campsites - Backcountry Permit Required,STAGING_IMR_POIS_ALL_20211104032449,-104.84797558407053,31.95268266454758
4328,Tejas Campground,NA,Tejas Campground,Campground,Existing,Public Map Display,Unrestricted,NA,NA,GUMO,Guadalupe Mountains National Park,NA,,NA,IMR,1444867200000,1631819518000,Arbitrary point,Digitized,"NAIP",1344643200000,Unknown,{14B7ED7D-D676-4806-A26E-9FDCEA71821A},NA,72430,NA,NA,Unknown,True,Yes,NA,NA,Unknown,NA,Unknown,6 campsites - Backcountry Permit Required,STAGING_IMR_POIS_ALL_20211104032449,-104.85047908877158,31.936854515793073
