OBJECTID,POINAME,POIALTNAME,MAPLABEL,POITYPE,POISTATUS,PUBLICDISPLAY,DATAACCESS,ACCESSNOTES,ORIGINATOR,UNITCODE,UNITNAME,UNITTYPE,GROUPCODE,GROUPNAME,REGIONCODE,CREATEDATE,EDITDATE,POINTTYPE,MAPMETHOD,MAPSOURCE,SOURCEDATE,XYACCURACY,GEOMETRYID,FEATUREID,FACLOCID,FACASSETID,IMLOCID,OBSERVABLE,ISEXTANT,OPENTOPUBLIC,ALTLANGNAME,ALTLANG,SEASONAL,SEASDESC,MAINTAINER,NOTES,StagingTable,x,y
19880,Lander's Narrowsburg Campground, ,Lander's Narrowsburg Campground,Campground,Existing,Public Map Display,Unrestricted,NA,UPDE,UPDE,Upper Delaware Scenic and Recreational River,Unit of National Park System and National Wild and Scenic Rivers System, , ,NER,1602106692000,1602106692000,Arbitrary point,Unknown,Unknown,NA,Unknown,{295DE4BD-0E0B-4140-8B74-3CDCDAD4CF57},{B2E99934-073C-48D1-9817-F1D39677D3CE}, , , ,Yes,True,Unknown,NA,NA,Yes,Summer only,Unknown, ,STAGING_NER_POIS_ALL_20211104082525,-75.05869677565562,41.613371385531536
20226,NA,NA,Dundo,Campground,NA,Public Map Display,Unrestricted,NA,NA,shen,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n1350,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Dundo"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""shen"", ""nps:description"": ""Close, not on drg""}",STAGING_NER_POIS_PLACES_20211104084304,-78.71620162675828,38.23581691164202
20274,NA,NA,Grandview Sandbar,Campground,NA,Public Map Display,Unrestricted,NA,NA,neri,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n1847,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Grandview Sandbar"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""neri""}",STAGING_NER_POIS_PLACES_20211104084304,-81.05190263975732,37.85710908132785
20287,NA,NA,Goldenrod,Campground,NA,Public Map Display,Unrestricted,NA,NA,gate,NA,NA,NA,NA,NER,1394064000000,1431993600000,Arbitrary point,Unknown,Unknown,NA,Unknown,n7639,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Goldenrod"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""gate""}",STAGING_NER_POIS_PLACES_20211104084304,-73.88567719664394,40.59541596187864
20288,NA,NA,Tamarack,Campground,NA,Public Map Display,Unrestricted,NA,NA,gate,NA,NA,NA,NA,NER,1394064000000,1431993600000,Arbitrary point,Unknown,Unknown,NA,Unknown,n7640,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Tamarack"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""gate""}",STAGING_NER_POIS_PLACES_20211104084304,-73.88598529685328,40.59601016228237
20317,NA,NA,Lewis Mountain,Campground,NA,Public Map Display,Unrestricted,NA,NA,shen,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n2542,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Lewis Mountain"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""shen""}",STAGING_NER_POIS_PLACES_20211104084304,-78.47805008794546,38.4356155633958
20328,NA,NA,Mathews Arm,Campground,NA,Public Map Display,Unrestricted,NA,NA,shen,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n2804,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Mathews Arm"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""shen"", ""nps:description"": ""Close, not on drg""}",STAGING_NER_POIS_PLACES_20211104084304,-78.2980727226593,38.76137158973171
20370,NA,NA,Range View Cabin,Campground,NA,Public Map Display,Unrestricted,NA,NA,shen,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n3758,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Range View Cabin"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:type"": ""Cabin"", ""nps:unit_code"": ""shen""}",STAGING_NER_POIS_PLACES_20211104084304,-78.29628742544628,38.743339494479756
20401,NA,NA,Stone Cliff,Campground,NA,Public Map Display,Unrestricted,NA,NA,neri,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n4435,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Stone Cliff"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""neri""}",STAGING_NER_POIS_PLACES_20211104084304,-81.06379683083884,37.933628066318875
20439,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,BLUE,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n6472,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:type"": ""Trailer Camp"", ""nps:unit_code"": ""blue"", ""nps:description"": ""Pipestem State Park""}",STAGING_NER_POIS_PLACES_20211104084304,-80.98307788099413,37.5186386473531
20442,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,BLUE,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n6506,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""blue"", ""nps:description"": ""Bluestone State Park""}",STAGING_NER_POIS_PLACES_20211104084304,-80.9393614882909,37.6197204240334
20454,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,gari,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n6871,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""gari""}",STAGING_NER_POIS_PLACES_20211104084304,-80.90879045851932,38.222137402347414
20455,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,gari,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n6872,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""gari""}",STAGING_NER_POIS_PLACES_20211104084304,-80.89523306330773,38.22217180237078
20523,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,boha,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n7896,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""boha"", ""nps:description"": ""1""}",STAGING_NER_POIS_PLACES_20211104084304,-70.92246995928389,42.26871873880924
20568,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,boha,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n7941,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""boha"", ""nps:description"": ""TENT PLATFORM""}",STAGING_NER_POIS_PLACES_20211104084304,-71.01094042839537,42.31067273531505
20569,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,boha,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n7942,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""boha"", ""nps:description"": ""TENT PLATFORM""}",STAGING_NER_POIS_PLACES_20211104084304,-71.01492292710128,42.31101603454829
20571,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,boha,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n7944,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""boha"", ""nps:description"": ""TENT PLATFORM""}",STAGING_NER_POIS_PLACES_20211104084304,-71.01599102582702,42.311405133812684
20574,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,boha,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n7946,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""boha"", ""nps:description"": ""TENT PLATFORM""}",STAGING_NER_POIS_PLACES_20211104084304,-71.00956712946231,42.31243513351251
20578,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,boha,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n7950,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""boha"", ""nps:description"": ""TENT PLATFORM""}",STAGING_NER_POIS_PLACES_20211104084304,-71.0155714255419,42.31346133420976
20579,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,boha,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n7951,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""boha"", ""nps:description"": ""TENT PLATFORM""}",STAGING_NER_POIS_PLACES_20211104084304,-71.01499162714799,42.31358713429523
20627,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,boha,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n7999,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""boha"", ""nps:description"": ""TENT PLATFORM""}",STAGING_NER_POIS_PLACES_20211104084304,-70.99970233075965,42.32060623306438
20628,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,boha,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n8000,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""boha"", ""nps:description"": ""TENT PLATFORM""}",STAGING_NER_POIS_PLACES_20211104084304,-71.00053393032465,42.32091903227689
20656,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,boha,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n8041,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""boha"", ""nps:description"": ""campground""}",STAGING_NER_POIS_PLACES_20211104084304,-70.92807755409393,42.32867052854368
20659,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,boha,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n8044,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""boha"", ""nps:description"": ""campground""}",STAGING_NER_POIS_PLACES_20211104084304,-70.92859635444648,42.32888412768881
20661,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,boha,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n8046,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""boha"", ""nps:description"": ""campground""}",STAGING_NER_POIS_PLACES_20211104084304,-70.9287260535346,42.329021427782095
20665,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,boha,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n8050,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""boha"", ""nps:description"": ""campground""}",STAGING_NER_POIS_PLACES_20211104084304,-70.92945085302705,42.32929222796611
20666,NA,NA, ,Campground,NA,Public Map Display,Unrestricted,NA,NA,boha,NA,NA,NA,NA,NER,1394064000000,1394064000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n8051,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""boha"", ""nps:description"": ""campground""}",STAGING_NER_POIS_PLACES_20211104084304,-70.92974835322917,42.32937622802319
20807,NA,NA,Ecology Village Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,gate,NA,NA,NA,NA,NER,1394064000000,1432166400000,Arbitrary point,Unknown,Unknown,NA,Unknown,n7632,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Ecology Village Campground"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""gate""}",STAGING_NER_POIS_PLACES_20211104084304,-73.88629899806642,40.5870055641642
20842,NA,NA,Thayer Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,neri,NA,NA,NA,NA,NER,1450137600000,1450137600000,Arbitrary point,Unknown,Unknown,NA,Unknown,n4689835,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Thayer Campground"", ""tourism"": ""camp_site"", ""nps:unit_code"": ""neri"", ""nps:source_system"": ""Places Submit""}",STAGING_NER_POIS_PLACES_20211104084304,-81.03220754237543,37.90199257182405
21069,NA,NA,Camp Hudson,Campground,NA,Public Map Display,Unrestricted,NA,NA,gate,NA,NA,NA,NA,NER,1431388800000,1438905600000,Arbitrary point,Unknown,Unknown,NA,Unknown,n2625613,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Camp Hudson"", ""tourism"": ""camp_site"", ""nps:unit_code"": ""gate""}",STAGING_NER_POIS_PLACES_20211104084304,-74.05476954253425,40.59999006798654
21080,NA,NA,Wiley Post B,Campground,NA,Public Map Display,Unrestricted,NA,NA,gate,NA,NA,NA,NA,NER,1431993600000,1431993600000,Arbitrary point,Unknown,Unknown,NA,Unknown,n2709598,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Wiley Post B"", ""tourism"": ""camp_site""}",STAGING_NER_POIS_PLACES_20211104084304,-73.88422909766001,40.59602886329509
21082,NA,NA,Wiley Post A,Campground,NA,Public Map Display,Unrestricted,NA,NA,gate,NA,NA,NA,NA,NER,1431993600000,1431993600000,Arbitrary point,Unknown,Unknown,NA,Unknown,n2709599,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Wiley Post A"", ""tourism"": ""camp_site""}",STAGING_NER_POIS_PLACES_20211104084304,-73.88451869685679,40.59684306184829
21133,NA,NA,Lewis Mountain Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,shen,NA,NA,NA,NA,NER,1430784000000,1430784000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n2171042,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Lewis Mountain Campground"", ""tourism"": ""camp_site"", ""nps:y_lat"": ""38.43556"", ""nps:status"": ""operating"", ""nps:x_long"": ""-78.478096"", ""nps:point_x"": ""720116.722844"", ""nps:point_y"": ""4257155.51078"", ""nps:unit_code"": ""shen"", ""nps:feature_type"": ""ca",STAGING_NER_POIS_PLACES_20211104084304,-78.4780963879769,38.43555956335774
21138,NA,NA,Loft Mountain Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,shen,NA,NA,NA,NA,NER,1430784000000,1430784000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n2171047,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Loft Mountain Campground"", ""tourism"": ""camp_site"", ""nps:y_lat"": ""38.246415"", ""nps:status"": ""operating"", ""nps:x_long"": ""-78.670701"", ""nps:point_x"": ""703833.293506"", ""nps:point_y"": ""4235721.58725"", ""nps:unit_code"": ""shen"", ""nps:feature_type"": ""ca",STAGING_NER_POIS_PLACES_20211104084304,-78.6707008388426,38.24641540784319
21148,NA,NA,Mathews Arm Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,shen,NA,NA,NA,NA,NER,1430784000000,1430784000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n2171058,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Mathews Arm Campground"", ""tourism"": ""camp_site"", ""nps:y_lat"": ""38.763144"", ""nps:status"": ""operating"", ""nps:x_long"": ""-78.296388"", ""nps:point_x"": ""734908.069278"", ""nps:point_y"": ""4293964.47775"", ""nps:unit_code"": ""shen"", ""nps:feature_type"": ""camp",STAGING_NER_POIS_PLACES_20211104084304,-78.29638762251437,38.76314438993626
21169,NA,NA,Endicott,Campground,NA,Public Map Display,Unrestricted,NA,NA,gate,NA,NA,NA,NA,NER,1431907200000,1438560000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n2707884,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Endicott"", ""tourism"": ""camp_site""}",STAGING_NER_POIS_PLACES_20211104084304,-73.99521137106723,40.45055319545122
21177,NA,NA,Cannonball,Campground,NA,Public Map Display,Unrestricted,NA,NA,gate,NA,NA,NA,NA,NER,1431907200000,1438560000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n2707883,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Cannonball"", ""tourism"": ""camp_site""}",STAGING_NER_POIS_PLACES_20211104084304,-73.99580517147069,40.44997779406026
21192,NA,NA,Beach Plum,Campground,NA,Public Map Display,Unrestricted,NA,NA,gate,NA,NA,NA,NA,NER,1431907200000,1431907200000,Arbitrary point,Unknown,Unknown,NA,Unknown,n2707881,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Beach Plum"", ""tourism"": ""camp_site""}",STAGING_NER_POIS_PLACES_20211104084304,-73.99646447091868,40.44997139505591
21193,NA,NA,Ajax,Campground,NA,Public Map Display,Unrestricted,NA,NA,gate,NA,NA,NA,NA,NER,1431907200000,1431907200000,Arbitrary point,Unknown,Unknown,NA,Unknown,n2707882,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Ajax"", ""tourism"": ""camp_site""}",STAGING_NER_POIS_PLACES_20211104084304,-73.9960538696397,40.449324894616666
21243,NA,NA,Burnwood Group Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,neri,NA,NA,NA,NA,NER,1450310400000,1450310400000,Arbitrary point,Unknown,Unknown,NA,Unknown,n4696907,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Burnwood Group Campground"", ""tourism"": ""camp_site"", ""nps:unit_code"": ""neri"", ""nps:source_system"": ""Places Submit""}",STAGING_NER_POIS_PLACES_20211104084304,-81.07753151717094,38.07362853844262
21244,NA,NA,Dunglen Group Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,neri,NA,NA,NA,NA,NER,1450310400000,1450310400000,Arbitrary point,Unknown,Unknown,NA,Unknown,n4696908,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Dunglen Group Campground"", ""tourism"": ""camp_site"", ""nps:unit_code"": ""neri"", ""nps:source_system"": ""Places Submit""}",STAGING_NER_POIS_PLACES_20211104084304,-81.07566452590243,37.953361561726865
21370,NA,NA,Watch Hill Campgrounds,Campground,NA,Public Map Display,Unrestricted,NA,NA,FIIS,NA,NA,NA,NA,NER,1441843200000,1441843200000,Arbitrary point,Unknown,Unknown,NA,Unknown,n3308279,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""fee"": ""yes"", ""name"": ""Watch Hill Campgrounds"", ""tourism"": ""camp_site"", ""website"": ""http://www.watchhillfi.com/camping.html"", ""nps:unit_code"": ""fiis""}",STAGING_NER_POIS_PLACES_20211104084304,-72.98624597952266,40.691138811917824
21380,NA,NA,Big Meadows Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,shen,NA,NA,NA,NA,NER,1394064000000,1410480000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n406,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Big Meadows Campground"", ""source"": ""nps:points_of_interest"", ""tourism"": ""camp_site"", ""nps:fcat"": ""Campground"", ""nps:unit_code"": ""shen""}",STAGING_NER_POIS_PLACES_20211104084304,-78.43693769401153,38.52795464213585
21488,NA,NA,Rivers Bend Group Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,dewa,NA,NA,NA,NA,NER,1453248000000,1453248000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n4744013,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Rivers Bend Group Campground"", ""tourism"": ""camp_site"", ""nps:unit_code"": ""dewa"", ""nps:source_system"": ""fmss"", ""nps:source_system_key"": ""fmss"", ""nps:source_system_key_value"": ""30900.000000000000000""}",STAGING_NER_POIS_PLACES_20211104084304,-74.96663072010102,41.096109803076615
21495,NA,NA,Dingmans Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,dewa,NA,NA,NA,NA,NER,1453248000000,1453248000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n4743942,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Dingmans Campground"", ""tourism"": ""camp_site"", ""nps:unit_code"": ""dewa"", ""nps:source_system"": ""fmss"", ""nps:source_system_key"": ""fmss"", ""nps:source_system_key_value"": ""99225.000000000000000""}",STAGING_NER_POIS_PLACES_20211104084304,-74.87369664195671,41.211054978176435
21541,NA,NA,Valley View Group Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,dewa,NA,NA,NA,NA,NER,1453248000000,1453248000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n4744027,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Valley View Group Campground"", ""tourism"": ""camp_site"", ""operator"": ""Dingmans Campground concessioner"", ""nps:unit_code"": ""dewa"", ""nps:source_system"": ""fmss"", ""nps:source_system_key"": ""fmss"", ""nps:source_system_key_value"": ""89829.000000000000000""",STAGING_NER_POIS_PLACES_20211104084304,-74.96377392015995,41.115610800326635
21548,NA,NA,Worthington SF Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,dewa,NA,NA,NA,NA,NER,1453248000000,1453248000000,Arbitrary point,Unknown,Unknown,NA,Unknown,n4744035,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Worthington SF Campground"", ""tourism"": ""camp_site"", ""operator"": ""Worthington State Forest, New Jersey"", ""nps:unit_code"": ""dewa"", ""nps:source_system"": ""PlacesDataCall_DEWA.gdb"", ""nps:source_system_key"": ""label"", ""nps:source_system_key_value"": ""W",STAGING_NER_POIS_PLACES_20211104084304,-75.08484258842043,41.01295172357459
21558,NA,NA,Gauley Tailwaters Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,gari,NA,NA,NA,NA,NER,1394064000000,1449878400000,Arbitrary point,Unknown,Unknown,NA,Unknown,n6866,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Gauley Tailwaters Campground"", ""tourism"": ""camp_site"", ""nps:unit_code"": ""gari"", ""nps:source_system"": ""Places Submit""}",STAGING_NER_POIS_PLACES_20211104084304,-80.88869356486441,38.214084502875835
21559,NA,NA,Stone Cliff Campground,Campground,NA,Public Map Display,Unrestricted,NA,NA,neri,NA,NA,NA,NA,NER,1394064000000,1450051200000,Arbitrary point,Unknown,Unknown,NA,Unknown,n1781,NA,NA,NA,NA,Unknown,Unknown,Unknown,NA,NA,Unknown,NA,Unknown,"{""name"": ""Stone Cliff Campground"", ""tourism"": ""camp_site"", ""nps:unit_code"": ""neri"", ""nps:source_system"": ""Places Submit""}",STAGING_NER_POIS_PLACES_20211104084304,-81.06420653111724,37.93403656559644
